TAZ,UNIV,ACRES
4519,0,237
4520,0,1928
4521,0,58
4522,0,383
4523,0,122
4524,0,913
4525,0,617
4526,0,1075
4527,0,950
4528,0,564
4529,0,1459
4530,0,235
4531,0,292
4532,0,118
4533,0,355
4534,0,271
4535,0,1357
4536,0,1239
4537,0,576
4538,0,476
4539,0,133
4540,0,1308
4541,0,1182
4542,0,704
4543,0,669
4544,0,205
4545,0,1384
4546,0,696
4547,0,402
4548,0,1107
4549,0,847
4550,0,1404
4551,0,1072
4552,0,186
4553,0,656
4554,0,349
4555,0,413
4556,0,84
4557,0,9
4558,0,87
4559,0,450
4560,0,332
4561,0,358
4562,0,8
4563,0,13
4564,0,36
4565,0,51
4566,0,148
4567,0,108
4568,0,58
4569,0,188
4570,0,1265
4571,0,220
4572,0,180
4573,0,133
4574,0,519
4575,0,108
4576,0,1716
4577,0,735
4578,0,565
4579,0,2283
4580,0,389
4581,0,1423
4582,0,1715
4583,0,848
4584,0,153
4585,0,77
4586,0,361
4587,0,503
4588,0,817
4589,0,151
4590,0,312
4591,0,604
4592,0,553
4593,0,1084
4594,0,341
4595,0,602
4596,0,316
4597,0,1185
4598,0,583
4599,0,1010
4600,0,2305
4601,0,1119
4602,0,188
4603,0,331
4604,0,325
4605,0,219
4606,0,1083
4607,202,76
4608,0,512
4609,0,532
4610,0,623
4611,0,2134
4612,1110,2014
4613,0,1194
4614,0,630
4615,0,1024
4616,0,625
4617,0,262
4618,0,1689
4619,0,1567
4620,0,1835
4621,0,786
4622,0,977
4623,0,1400
4624,0,483
4625,0,587
4626,0,502
4627,0,376
4628,0,733
4629,0,727
4630,0,1185
4631,0,259
4632,0,967
4633,0,3722
4634,0,741
4635,0,2344
4636,0,1538
4637,0,318
4638,0,1741
4639,0,1741
4640,0,2878
4641,0,938
4642,0,1714
4643,0,1493
4644,0,1008
4645,0,884
4646,0,3247
4647,0,4010
4648,0,353
4649,0,6512
4650,0,1824
4651,0,5390
4652,0,2397
4653,0,6703
4654,0,2013
4655,0,6925
4656,0,448
4657,0,6510
4658,0,260
4659,0,1915
4660,0,3328
4661,0,4686
4662,0,5284
4663,0,6658
4664,0,809
4665,0,2183
4666,0,3014
4667,0,4962
4668,0,3244
4669,0,1869
4670,0,516
4671,0,2099
4672,0,1379
4673,0,1258
4674,0,1394
4675,0,1843
4676,0,1109
4677,0,674
4678,0,579
4679,0,2070
4680,0,1224
4681,0,2369
4682,0,562
4683,0,1963
4684,0,196
4685,0,1422
4686,0,3426
4687,0,184
4688,0,118
4689,0,117
4690,0,112
4691,0,184
4692,0,273
4693,0,76
4694,0,705
4695,0,1140
4696,0,724
4697,0,405
4698,0,365
4699,0,364
4700,0,288
4701,0,79
4702,1544,93
4703,0,185
4704,0,62
4705,0,191
4706,353,72
4707,0,3106
4708,0,1403
4709,0,1212
4710,0,1468
4711,0,286
4712,0,116
4713,0,946
4714,0,531
4715,0,1657
4716,0,1502
4717,0,1005
4718,0,1745
4719,0,515
4720,0,206
4721,0,250
4722,0,575
4723,0,226
4724,0,440
4725,0,671
4726,0,247
4727,0,1191
4728,0,1776
4729,0,1883
4730,0,1120
4731,0,692
4732,0,974
4733,0,1249
4734,0,2215
4735,0,1360
4736,0,976
4737,0,1023
4738,0,423
4739,0,327
4740,0,437
4741,0,2894
4742,0,2302
4743,0,1100
4744,0,689
4745,0,916
4746,0,740
4747,0,417
4748,0,1889
4749,0,1321
4750,0,656
4751,0,1599
4752,0,1470
4753,0,986
4754,0,1639
4755,0,654
4756,0,359
4757,0,243
4758,0,718
4759,0,692
4760,0,996
4761,50,1451
4762,0,638
4763,0,126
4764,0,382
4765,0,1235
4766,0,1552
4767,0,448
4768,0,287
4769,0,1034
4770,0,816
4771,0,765
4772,0,2209
4773,0,3684
4774,0,2493
4775,0,4612
4776,0,281
4777,0,9796
4778,0,2650
4779,0,7016
4780,0,7791
4781,0,3766
4782,0,2896
4783,0,4425
4784,0,2967
4785,0,4306
4786,0,630
4787,0,4152
4788,0,1652
4789,0,4595
4790,0,3629
4791,0,3384
4792,0,467
4793,0,144
4794,0,2926
4795,0,1878
4796,0,2433
4797,0,1971
4798,0,1209
4799,0,1359
4800,0,1235
4801,0,894
4802,0,1583
4803,0,2932
4804,0,627
4805,0,190
4806,0,678
4807,0,256
4808,0,962
4809,0,368
4810,0,293
4811,0,1920
4812,0,1437
4813,0,4908
4814,0,4051
4815,0,4521
4816,0,302
4817,0,2031
4818,0,2660
4819,0,2575
4820,0,1726
4821,0,1887
4822,0,2107
4823,0,270
4824,0,3968
4825,0,3224
4826,0,5175
4827,0,2512
4828,0,1263
4829,0,1081
4830,0,2527
4831,0,3941
4832,0,2352
4833,0,1495
4834,0,514
4835,0,2823
4836,0,2603
4837,0,4065
4838,0,4914
4839,0,3077
4840,0,8934
4841,0,5981
4842,0,7681
4843,0,1350
4844,0,3191
4845,0,2648
4846,0,1657
4847,0,1673
4848,0,841
4849,0,301
4850,0,2066
4851,0,1297
4852,0,607
4853,0,3218
4854,0,1393
4855,0,2665
4856,0,1788
4857,0,3524
4858,0,531
4859,0,485
4860,0,217
4861,0,198
4862,0,1048
4863,0,211
4864,2320,662
4865,0,332
4866,0,844
4867,0,499
4868,0,931
4869,0,378
4870,0,66
4871,0,144
4872,0,319
4873,0,292
4874,0,100
4875,0,53
4876,0,2901
4877,0,353
4878,0,728
4879,0,422
4880,0,1810
4881,0,1570
4882,0,2407
4883,0,1084
4884,0,572
4885,0,531
4886,0,6049
4887,0,6247
4888,0,2258
4889,0,1273
4890,0,156
4891,0,54
4892,0,52
4893,0,11
4894,0,11
4895,0,180
4896,50,123
4897,0,24
4898,0,821
4899,0,223
4900,0,253
4901,0,159
4902,0,134
4903,0,102
4904,0,237
4905,0,106
4906,0,729
4907,0,333
4908,0,275
4909,0,29
4910,0,15
4911,0,30
4912,0,17
4913,0,6
4914,0,11
4915,0,19
4916,0,86
4917,0,345
4918,0,284
4919,0,1539
4920,0,2026
4921,0,2459
4922,0,3345
4923,0,5789
4924,0,305
4925,0,111
4926,0,925
4927,0,275
4928,0,1221
4929,0,190
4930,0,627
4931,0,3033
4932,0,956
4933,0,149
4934,0,658
4935,0,361
4936,0,348
4937,0,1215
4938,0,2917
4939,0,2902
4940,0,1031
4941,0,1062
4942,3905,976
4943,0,958
4944,0,1847
4945,0,2025
4946,0,4436
4947,0,621
4948,0,799
4949,0,1580
4950,0,1423
4951,0,256
4952,0,72
4953,0,1456
4954,0,251
4955,0,360
4956,0,848
4957,0,69
4958,0,255
4959,0,270
4960,0,538
4961,0,2884
4962,0,696
4963,0,1615
4964,0,1416
4965,0,856
4966,0,928
4967,0,335
4968,0,199
4969,0,455
4970,0,564
4971,0,1159
4972,0,1578
4973,0,1283
4974,0,2614
4975,0,1637
4976,0,2339
4977,0,1025
4978,0,1153
4979,0,314
4980,0,313
4981,0,762
4982,0,54
4983,0,62
4984,0,397
4985,0,520
4986,0,425
4987,0,1900
4988,0,1626
4989,0,1844
4990,0,460
4991,0,1341
4992,0,1950
4993,0,3391
4994,0,1331
4995,0,734
4996,0,667
4997,0,1133
4998,0,359
4999,0,2916
5000,0,2104
5001,0,956
5002,0,5981
5003,0,5993
5004,0,2523
5005,0,6688
5006,0,7907
5007,0,261
5008,0,791
5009,0,806
5010,0,2912
5011,0,2319
5012,0,828
5013,0,760
5014,0,8101
5015,0,4372
5016,0,6453
5017,0,2771
5018,0,4288
5019,0,1255
5020,0,5678
5021,0,5463
5022,0,1588
5023,0,4438
5024,0,373
5025,0,1881
5026,0,4255
5027,0,6963
5028,0,1474
5029,0,1434
5030,0,1556
5031,0,1040
5032,0,847
5033,0,700
5034,0,3461
5035,0,3168
5036,0,2928
5037,0,2890
5038,0,2832
5039,0,2049
5040,0,5853
5041,0,2644
5042,0,2662
5043,0,3202
5044,0,1676
5045,0,4330
5046,0,8439
5047,0,1452
5048,0,1366
5049,0,1317
5050,0,4188
5051,0,2597
5052,0,8348
5053,0,5657
5054,0,1121
5055,0,2209
5056,0,3194
5057,0,3442
5058,0,2598
5059,0,2607
5060,0,1046
5061,0,2373
5062,0,2246
5063,0,2310
5064,0,2352
5065,0,3539
5066,0,569
5067,0,917
5068,0,134
5069,0,721
5070,0,30
5071,0,969
5072,0,953
5073,0,1593
5074,0,1898
5075,0,1537
5076,0,1902
5077,0,391
5078,0,1244
5079,0,1343
5080,0,1150
5081,0,130
5082,0,260
5083,0,595
5084,0,500
5085,0,745
5086,0,1683
5087,0,491
5088,0,874
5089,0,200
5090,0,1648
5091,0,1394
5092,0,2567
5093,11871,208
5094,0,108
5095,0,102
5096,0,142
5097,0,108
5098,0,35
5099,0,101
5100,0,480
5101,0,83
5102,0,164
5103,0,667
5104,0,541
5105,0,1500
5106,0,848
5107,0,5586
5108,0,1396
5109,0,1285
5110,0,826
5111,0,481
5112,0,146
5113,0,801
5114,2370,800
5115,0,1503
5116,0,3414
5117,0,3038
5118,0,1487
5119,0,1004
5120,0,4207
5121,0,2000
5122,0,1424
5123,0,1436
5124,0,268
5125,0,1748
5126,0,1188
5127,0,262
5128,0,93
5129,0,1839
5130,0,1742
5131,0,614
5132,0,1977
5133,0,2015
5134,0,843
5135,0,2304
5136,0,4103
5137,0,415
5138,0,2242
5139,0,398
5140,0,470
5141,0,1033
5142,0,1719
5143,0,472
5144,0,1109
5145,0,964
5146,0,898
5147,0,1400
5148,0,730
5149,0,664
5150,0,416
5151,0,1099
5152,0,1544
5153,0,429
5154,0,364
5155,0,148
5156,0,705
5157,0,508
5158,0,396
5159,0,86
5160,126,145
5161,0,85
5162,0,788
5163,0,135
5164,0,64
5165,0,887
5166,0,909
5167,0,79
5168,0,349
5169,0,510
5170,0,3061
5171,0,749
5172,0,318
5173,5591,228
5174,0,333
5175,0,55
5176,0,37
5177,0,111
5178,0,94
5179,0,57
5180,0,860
5181,0,1475
5182,0,85
5183,0,49
5184,0,340
5185,0,104
5186,0,64
5187,0,516
5188,0,1164
5189,0,843
5190,0,1346
5191,0,2087
5192,0,1203
5193,0,1264
5194,0,1143
5195,0,1402
5196,0,2361
5197,0,262
5198,0,223
5199,0,631
5200,0,389
5201,0,923
5202,0,1107
5203,0,1060
5204,0,756
5205,0,678
5206,0,1117
5207,0,369
5208,0,513
5209,0,1093
5210,0,336
5211,0,189
5212,0,221
5213,0,123
5214,0,133
5215,0,287
5216,0,211
5217,0,188
5218,0,11
5219,0,110
5220,0,222
5221,0,695
5222,0,1162
5223,0,924
5224,0,100
5225,0,764
5226,0,688
5227,0,590
5228,0,1036
5229,0,897
5230,0,566
5231,0,1065
5232,0,23
5233,0,9
5234,0,8
5235,0,19
5236,0,22
5237,0,34
5238,0,186
5239,0,315
5240,0,72
5241,0,165
5242,0,97
5243,0,565
5244,0,2168
5245,0,1578
5246,0,2583
5247,0,1787
5248,0,1039
5249,0,994
5250,0,1313
5251,0,1378
5252,0,2017
5253,0,4564
5254,0,1245
5255,0,714
5256,0,2248
5257,0,1922
5258,0,2553
5259,0,3247
5260,0,873
5261,0,297
5262,0,1125
5263,0,1335
5264,0,819
5265,0,1817
5266,0,1628
5267,0,1484
5268,0,1248
5269,0,541
5270,0,622
5271,0,910
5272,0,333
5273,0,972
5274,0,2929
5275,0,962
5276,0,604
5277,0,1263
5278,0,2010
5279,0,1007
5280,0,1240
5281,0,2337
5282,0,1040
5283,0,1390
5284,0,1152
5285,0,787
5286,0,684
5287,0,748
5288,0,539
5289,0,787
5290,0,945
5291,479,371
5292,0,388
5293,0,428
5294,0,935
5295,0,543
5296,0,239
5297,0,273
5298,0,28
5299,0,80
5300,0,571
5301,0,660
5302,0,1931
5303,0,838
5304,0,1333
5305,0,2290
5306,0,697
5307,757,50
5308,0,201
5309,0,555
5310,0,1191
5311,0,2267
5312,0,1244
5313,0,1083
5314,0,699
5315,0,494
5316,0,368
5317,0,22
5318,0,79
5319,0,14
5320,0,62
5321,0,57
5322,0,157
5323,0,27
5324,0,44
5325,0,33
5326,0,51
5327,0,165
5328,0,175
5329,0,677
5330,857,430
5331,0,700
5332,0,1292
5333,0,662
5334,0,379
5335,0,1088
5336,0,1795
5337,0,353
5338,0,2041
5339,0,1148
5340,0,567
5341,0,1408
5342,0,932
5343,0,997
5344,0,823
5345,0,620
5346,0,695
5347,0,699
5348,0,1201
5349,0,166
5350,0,105
5351,0,661
5352,0,120
5353,0,3415
5354,0,1510
5355,0,1238
5356,0,3511
5357,0,1861
5358,0,69
5359,0,168
5360,0,969
5361,0,1666
5362,0,1312
5363,0,722
5364,0,1484
5365,0,1272
5366,0,2872
5367,0,801
5368,0,3167
5369,0,737
5370,0,3041
5371,0,3738
5372,0,1484
5373,0,2240
5374,0,2178
5375,0,2396
5376,0,578
5377,0,4121
5378,0,1584
5379,0,3596
5380,0,3356
5381,0,1702
5382,0,3717
5383,0,2812
5384,0,1243
5385,0,2066
5386,0,1412
5387,0,2230
5388,0,3588
5389,0,2646
5390,0,1638
5391,0,4501
5392,0,159
5393,0,236
5394,0,1151
5395,0,1474
5396,0,2312
5397,0,4964
5398,0,1162
5399,0,2059
5400,0,1038
5401,2976,2159
5402,0,2243
5403,0,2591
5404,0,194
5405,0,1032
5406,0,899
5407,0,1343
5408,0,516
5409,0,1098
5410,0,254
5411,0,1548
5412,0,1045
5413,0,291
5414,0,2886
5415,0,480
5416,0,382
5417,0,255
5418,0,1251
5419,0,1724
5420,0,1636
5421,0,2360
5422,0,2259
5423,0,3453
5424,0,1773
5425,0,3478
5426,0,3805
5427,0,1370
5428,0,3846
5429,0,1761
5430,0,1995
5431,0,2081
5432,0,2340
5433,0,1723
5434,0,1792
5435,0,2549
5436,0,3059
5437,0,1705
5438,0,3070
5439,0,2420
5440,0,2119
5441,0,2712
5442,0,2214
5443,0,115
5444,0,163
5445,0,127
5446,0,753
5447,0,4711
5448,0,1059
5449,0,828
5450,0,713
5451,0,2687
5452,0,2886
5453,0,1725
5454,0,1406
5455,0,2825
5456,0,3314
5457,0,4033
5458,0,2077
5459,0,2438
5460,0,3457
5461,0,2528
5462,0,730
5463,0,1462
5464,0,1620
5465,0,3972
5466,0,1835
5467,0,1443
5468,0,3639
5469,0,4370
5470,0,2978
5471,0,3260
5472,0,2018
5473,0,4084
5474,0,2080
5475,0,3066
5476,0,2470
5477,0,1672
5478,0,230
5479,0,2431
5480,0,1257
5481,0,190
5482,0,933
5483,0,211
5484,0,774
5485,0,1262
5486,0,1126
5487,209,267
5488,0,1367
5489,0,1570
5490,0,261
5491,0,4468
5492,0,97
5493,0,664
5494,0,122
5495,0,373
5496,0,445
5497,0,3364
5498,0,469
5499,0,716
5500,0,1530
5501,0,916
5502,0,728
5503,0,96
5504,0,103
5505,0,1474
5506,0,618
5507,0,1168
5508,0,2550
5509,0,309
5510,0,1265
5511,0,712
5512,0,3087
5513,0,2052
5514,0,3262
5515,0,1726
5516,0,1078
5517,0,1789
5518,0,1247
5519,0,330
5520,0,526
5521,0,670
5522,0,48
5523,0,3278
5524,0,3523
5525,0,2651
5526,0,1269
5527,0,23
5528,0,3173
5529,0,1264
5530,0,311
5531,0,717
5532,0,625
5533,0,285
5534,0,407
5535,0,1008
5536,0,415
5537,0,462
5538,0,300
5539,0,684
5540,0,1472
5541,0,1223
5542,0,194
5543,0,1474
5544,0,847
5545,0,615
5546,0,772
5547,0,150
5548,0,1023
5549,0,3625
5550,0,1029
5551,0,35
5552,0,961
5553,0,430
5554,0,1000
5555,0,738
5556,0,1635
5557,0,866
5558,0,1414
5559,0,969
5560,0,909
5561,0,611
5562,0,1102
5563,0,101
5564,0,298
5565,0,1001
5566,0,343
5567,0,572
5568,0,1548
5569,0,1718
5570,0,1163
5571,0,1616
5572,0,1153
5573,0,1060
5574,323,38
5575,0,114
5576,0,415
5577,0,414
5578,0,130
5579,0,56
5580,0,137
5581,0,777
5582,0,796
5583,0,3073
5584,0,515
5585,0,966
5586,0,219
5587,0,836
5588,0,285
5589,0,894
5590,0,844
5591,0,215
5592,0,1732
5593,0,284
5594,0,1038
5595,0,2362
5596,0,1010
5597,0,682
5598,0,1554
5599,0,2059
5600,0,128
5601,0,677
5602,0,593
5603,0,588
5604,0,1042
5605,0,668
5606,0,415
5607,0,2065
5608,0,1514
5609,0,1066
5610,0,366
5611,0,279
5612,0,485
5613,0,636
5614,0,1312
5615,0,812
5616,0,951
5617,0,4608
5618,0,1901
5619,0,2398
5620,0,186
5621,0,1258
5622,0,1342
5623,0,1313
5624,0,1989
5625,0,777
5626,0,2489
5627,0,2177
5628,0,1178
5629,0,976
5630,0,2436
5631,0,1958
5632,0,554
5633,0,374
5634,0,410
5635,0,2330
5636,0,3251
5637,0,2017
5638,0,1828
5639,0,1803
5640,0,3297
5641,0,1049
5642,0,1647
5643,0,2734
5644,0,403
5645,0,1354
5646,0,1634
5647,0,2435
5648,0,1195
5649,0,2299
5650,0,2462
5651,0,2252
5652,0,1331
5653,0,334
5654,0,58
5655,0,1131
5656,0,884
5657,0,1497
5658,0,1536
5659,0,1728
5660,0,3486
5661,0,908
5662,0,2053
5663,0,3387
5664,0,1000
5665,0,2431
5666,0,3992
5667,0,3011
5668,0,2155
5669,0,2104
5670,0,3323
5671,0,1153
5672,0,2070
5673,0,1764
5674,0,1489
5675,0,4906
5676,0,3302
5677,0,2587
5678,0,5268
5679,0,2490
5680,0,1076
5681,0,952
5682,0,1310
5683,0,2825
5684,0,3235
5685,0,1234
5686,0,1178
5687,0,1147
5688,0,1577
5689,0,1745
5690,0,2520
5691,0,2381
5692,0,2733
5693,0,1313
5694,0,370
5695,0,3611
5696,0,712
5697,0,1439
5698,0,1471
5699,0,280
5700,0,795
5701,0,2182
5702,0,311
5703,0,540
5704,0,203
5705,0,759
5706,0,304
5707,0,230
5708,0,134
5709,0,114
5710,0,174
5711,0,426
5712,0,326
5713,0,319
5714,0,442
5715,0,1341
5716,0,1151
5717,0,435
5718,0,1115
5719,0,1822
5720,0,828
5721,0,468
5722,0,870
5723,0,2825
5724,0,1218
5725,0,2821
5726,0,521
5727,0,1368
5728,0,3537
5729,0,2165
5730,0,948
5731,0,927
5732,0,2625
5733,0,1726
5734,0,489
5735,0,731
5736,46,316
5737,0,670
5738,0,96
5739,0,304
5740,0,100
5741,0,173
5742,0,87
5743,0,121
5744,0,24
5745,0,170
5746,0,51
5747,0,23
5748,0,48
5749,0,129
5750,0,15
5751,0,36
5752,0,24
5753,0,89
5754,0,189
5755,0,92
5756,0,186
5757,0,455
5758,0,381
5759,0,269
5760,0,68
5761,0,83
5762,0,61
5763,0,50
5764,0,769
5765,0,171
5766,0,330
5767,1327,189
5768,239,129
5769,0,226
5770,0,62
5771,0,329
5772,0,146
5773,0,107
5774,0,62
5775,0,67
5776,0,3622
5777,0,1013
5778,0,2595
5779,0,479
5780,0,1709
5781,0,996
5782,0,994
5783,0,1718
5784,0,1025
5785,0,1187
5786,0,1426
5787,0,1104
5788,0,2515
5789,0,1597
5790,0,2270
5791,0,1738
5792,0,1348
5793,0,1311
5794,0,1864
5795,0,1593
5796,0,2513
5797,0,327
5798,0,111
5799,0,65
5800,0,214
5801,0,1122
5802,0,369
5803,0,913
5804,0,2170
5805,0,173
5806,0,923
5807,0,1117
5808,0,989
5809,0,85
5810,0,172
5811,12464,350
5812,0,67
5813,0,980
5814,0,200
5815,0,283
5816,0,309
5817,0,82
5818,0,214
5819,0,1558
5820,0,194
5821,0,348
5822,0,265
5823,0,584
5824,0,175
5825,0,280
5826,0,232
5827,0,478
5828,0,434
5829,0,915
5830,0,300
5831,0,1290
5832,0,2233
5833,0,5372
5834,0,530
5835,0,433
5836,0,222
5837,0,3798
5838,0,7340
5839,0,490
5840,0,1054
5841,0,299
5842,0,499
5843,0,529
5844,0,735
5845,0,125
5846,0,765
5847,0,370
5848,0,344
5849,0,237
5850,0,296
5851,0,1120
5852,0,1340
5853,0,695
5854,0,464
5855,0,1408
5856,0,1088
5857,0,525
5858,0,279
5859,0,234
5860,0,662
5861,0,408
5862,0,2383
5863,0,1236
5864,0,632
5865,0,1265
5866,0,1480
5867,0,1826
5868,0,992
5869,0,2495
5870,0,728
5871,0,270
5872,0,2645
5873,0,1715
5874,0,227
5875,0,1105
5876,0,1718
5877,0,2725
5878,0,1835
5879,0,243
5880,0,1080
5881,0,253
5882,0,152
5883,0,174
5884,0,145
5885,0,111
5886,0,230
5887,0,2078
5888,0,373
5889,0,1592
5890,0,704
5891,0,727
5892,0,3373
5893,0,1181
5894,0,6491
5895,0,2873
5896,0,4376
5897,0,974
5898,200,1491
5899,0,7226
5900,0,5146
5901,0,2172
5902,0,2139
5903,0,8498
5904,0,5297
5905,0,824
5906,0,203
5907,0,226
5908,0,147
5909,0,541
5910,0,697
5911,0,949
5912,0,1555
5913,0,5663
5914,0,1336
5915,0,2024
5916,0,4146
5917,0,3218
5918,0,7958
5919,0,6106
5920,0,10821
5921,0,5947
5922,0,18122
