"tour_category","tourpurp","bin","num"
"INDIVIDUAL_NON_MANDATORY","Shopping",10,3425
"INDIVIDUAL_NON_MANDATORY","Shopping",11,2906
"INDIVIDUAL_NON_MANDATORY","Shopping",12,2471
"INDIVIDUAL_NON_MANDATORY","Shopping",13,2159
"INDIVIDUAL_NON_MANDATORY","Shopping",14,1795
"INDIVIDUAL_NON_MANDATORY","Shopping",15,1581
"INDIVIDUAL_NON_MANDATORY","Shopping",16,1281
"INDIVIDUAL_NON_MANDATORY","Shopping",17,1141
"INDIVIDUAL_NON_MANDATORY","Shopping",18,1028
"INDIVIDUAL_NON_MANDATORY","Shopping",19,900
"INDIVIDUAL_NON_MANDATORY","Shopping",20,801
"INDIVIDUAL_NON_MANDATORY","Shopping",21,704
"INDIVIDUAL_NON_MANDATORY","Shopping",22,642
"INDIVIDUAL_NON_MANDATORY","Shopping",23,585
"INDIVIDUAL_NON_MANDATORY","Shopping",24,521
"INDIVIDUAL_NON_MANDATORY","Shopping",25,455
"INDIVIDUAL_NON_MANDATORY","Shopping",26,442
"INDIVIDUAL_NON_MANDATORY","Shopping",27,396
"INDIVIDUAL_NON_MANDATORY","Shopping",28,383
"INDIVIDUAL_NON_MANDATORY","Shopping",29,327
"INDIVIDUAL_NON_MANDATORY","Shopping",30,289
"INDIVIDUAL_NON_MANDATORY","Shopping",31,259
"INDIVIDUAL_NON_MANDATORY","Shopping",32,240
"INDIVIDUAL_NON_MANDATORY","Shopping",33,200
"INDIVIDUAL_NON_MANDATORY","Shopping",34,167
"INDIVIDUAL_NON_MANDATORY","Shopping",35,161
"INDIVIDUAL_NON_MANDATORY","Shopping",36,172
"INDIVIDUAL_NON_MANDATORY","Shopping",37,164
"INDIVIDUAL_NON_MANDATORY","Shopping",38,131
"INDIVIDUAL_NON_MANDATORY","Shopping",39,117
"INDIVIDUAL_NON_MANDATORY","Shopping",40,101
"INDIVIDUAL_NON_MANDATORY","Shopping",41,115
"INDIVIDUAL_NON_MANDATORY","Shopping",42,77
"INDIVIDUAL_NON_MANDATORY","Shopping",43,62
"INDIVIDUAL_NON_MANDATORY","Shopping",44,53
"INDIVIDUAL_NON_MANDATORY","Shopping",45,49
"INDIVIDUAL_NON_MANDATORY","Shopping",46,41
"INDIVIDUAL_NON_MANDATORY","Shopping",47,29
"INDIVIDUAL_NON_MANDATORY","Shopping",48,36
"INDIVIDUAL_NON_MANDATORY","Shopping",49,19
"INDIVIDUAL_NON_MANDATORY","Shopping",50,19
"INDIVIDUAL_NON_MANDATORY","Shopping",51,22
"INDIVIDUAL_NON_MANDATORY","Shopping",52,14
"INDIVIDUAL_NON_MANDATORY","Shopping",53,6
"INDIVIDUAL_NON_MANDATORY","Shopping",54,9
"INDIVIDUAL_NON_MANDATORY","Shopping",55,11
"INDIVIDUAL_NON_MANDATORY","Shopping",56,9
"INDIVIDUAL_NON_MANDATORY","Shopping",57,6
"INDIVIDUAL_NON_MANDATORY","Shopping",58,7
"INDIVIDUAL_NON_MANDATORY","Shopping",59,5
"INDIVIDUAL_NON_MANDATORY","Shopping",60,5
"INDIVIDUAL_NON_MANDATORY","Shopping",61,2
"INDIVIDUAL_NON_MANDATORY","Shopping",66,1
"INDIVIDUAL_NON_MANDATORY","Shopping",67,1
"INDIVIDUAL_NON_MANDATORY","Shopping",70,2
"INDIVIDUAL_NON_MANDATORY","Social/Visit",-1,3481
"INDIVIDUAL_NON_MANDATORY","Social/Visit",0,39090
"INDIVIDUAL_NON_MANDATORY","Social/Visit",1,13273
"INDIVIDUAL_NON_MANDATORY","Social/Visit",2,6778
"INDIVIDUAL_NON_MANDATORY","Social/Visit",3,4875
"INDIVIDUAL_NON_MANDATORY","Social/Visit",4,4034
"INDIVIDUAL_NON_MANDATORY","Social/Visit",5,3315
"INDIVIDUAL_NON_MANDATORY","Social/Visit",6,2721
"INDIVIDUAL_NON_MANDATORY","Social/Visit",7,2109
"INDIVIDUAL_NON_MANDATORY","Social/Visit",8,1472
"INDIVIDUAL_NON_MANDATORY","Social/Visit",9,1084
"INDIVIDUAL_NON_MANDATORY","Social/Visit",10,901
"INDIVIDUAL_NON_MANDATORY","Social/Visit",11,764
"INDIVIDUAL_NON_MANDATORY","Social/Visit",12,635
"INDIVIDUAL_NON_MANDATORY","Social/Visit",13,490
"INDIVIDUAL_NON_MANDATORY","Social/Visit",14,420
"INDIVIDUAL_NON_MANDATORY","Social/Visit",15,356
"INDIVIDUAL_NON_MANDATORY","Social/Visit",16,321
"INDIVIDUAL_NON_MANDATORY","Social/Visit",17,274
"INDIVIDUAL_NON_MANDATORY","Social/Visit",18,233
"INDIVIDUAL_NON_MANDATORY","Social/Visit",19,165
"INDIVIDUAL_NON_MANDATORY","Social/Visit",20,153
"INDIVIDUAL_NON_MANDATORY","Social/Visit",21,167
"INDIVIDUAL_NON_MANDATORY","Social/Visit",22,140
"INDIVIDUAL_NON_MANDATORY","Social/Visit",23,120
"INDIVIDUAL_NON_MANDATORY","Social/Visit",24,106
"INDIVIDUAL_NON_MANDATORY","Social/Visit",25,100
"INDIVIDUAL_NON_MANDATORY","Social/Visit",26,73
"INDIVIDUAL_NON_MANDATORY","Social/Visit",27,67
"INDIVIDUAL_NON_MANDATORY","Social/Visit",28,53
"INDIVIDUAL_NON_MANDATORY","Social/Visit",29,66
"INDIVIDUAL_NON_MANDATORY","Social/Visit",30,49
"INDIVIDUAL_NON_MANDATORY","Social/Visit",31,54
"INDIVIDUAL_NON_MANDATORY","Social/Visit",32,26
"INDIVIDUAL_NON_MANDATORY","Social/Visit",33,33
"INDIVIDUAL_NON_MANDATORY","Social/Visit",34,26
"INDIVIDUAL_NON_MANDATORY","Social/Visit",35,25
"INDIVIDUAL_NON_MANDATORY","Social/Visit",36,22
"INDIVIDUAL_NON_MANDATORY","Social/Visit",37,27
"INDIVIDUAL_NON_MANDATORY","Social/Visit",38,25
"INDIVIDUAL_NON_MANDATORY","Social/Visit",39,13
"INDIVIDUAL_NON_MANDATORY","Social/Visit",40,15
"INDIVIDUAL_NON_MANDATORY","Social/Visit",41,6
"INDIVIDUAL_NON_MANDATORY","Social/Visit",42,11
"INDIVIDUAL_NON_MANDATORY","Social/Visit",43,10
"INDIVIDUAL_NON_MANDATORY","Social/Visit",44,7
"INDIVIDUAL_NON_MANDATORY","Social/Visit",45,10
"INDIVIDUAL_NON_MANDATORY","Social/Visit",46,6
"INDIVIDUAL_NON_MANDATORY","Social/Visit",47,6
"INDIVIDUAL_NON_MANDATORY","Social/Visit",48,4
"INDIVIDUAL_NON_MANDATORY","Social/Visit",49,3
"INDIVIDUAL_NON_MANDATORY","Social/Visit",50,4
"INDIVIDUAL_NON_MANDATORY","Social/Visit",51,5
"INDIVIDUAL_NON_MANDATORY","Social/Visit",53,2
"INDIVIDUAL_NON_MANDATORY","Social/Visit",54,1
"INDIVIDUAL_NON_MANDATORY","Social/Visit",55,2
"INDIVIDUAL_NON_MANDATORY","Social/Visit",57,1
"INDIVIDUAL_NON_MANDATORY","Social/Visit",60,1
"INDIVIDUAL_NON_MANDATORY","Social/Visit",65,1
"INDIVIDUAL_NON_MANDATORY","Social/Visit",71,1
"JOINT","Discretionary",-1,5098
"JOINT","Discretionary",0,48957
"JOINT","Discretionary",1,28944
"JOINT","Discretionary",2,18626
"JOINT","Discretionary",3,14941
"JOINT","Discretionary",4,12283
"JOINT","Discretionary",5,9402
"JOINT","Discretionary",6,7474
"JOINT","Discretionary",7,5391
"JOINT","Discretionary",8,4006
"JOINT","Discretionary",9,3259
"JOINT","Discretionary",10,2411
"JOINT","Discretionary",11,1797
"JOINT","Discretionary",12,1311
"JOINT","Discretionary",13,923
"JOINT","Discretionary",14,737
"JOINT","Discretionary",15,536
"JOINT","Discretionary",16,438
"JOINT","Discretionary",17,282
"JOINT","Discretionary",18,263
"JOINT","Discretionary",19,182
"JOINT","Discretionary",20,153
"JOINT","Discretionary",21,103
"JOINT","Discretionary",22,106
"JOINT","Discretionary",23,66
"JOINT","Discretionary",24,107
"JOINT","Discretionary",25,62
"JOINT","Discretionary",26,49
"JOINT","Discretionary",27,58
"JOINT","Discretionary",28,54
"JOINT","Discretionary",29,40
"JOINT","Discretionary",30,25
"JOINT","Discretionary",31,17
"JOINT","Discretionary",32,13
"JOINT","Discretionary",33,17
"JOINT","Discretionary",34,13
"JOINT","Discretionary",35,17
"JOINT","Discretionary",36,10
"JOINT","Discretionary",37,12
"JOINT","Discretionary",38,2
"JOINT","Discretionary",39,17
"JOINT","Discretionary",40,3
"JOINT","Discretionary",42,6
"JOINT","Discretionary",43,4
"JOINT","Discretionary",52,2
"JOINT","Discretionary",59,2
"JOINT","Eatout",-1,1607
"JOINT","Eatout",0,22844
"JOINT","Eatout",1,8832
"JOINT","Eatout",2,6545
"JOINT","Eatout",3,4864
"JOINT","Eatout",4,3573
"JOINT","Eatout",5,2488
"JOINT","Eatout",6,1677
"JOINT","Eatout",7,1379
"JOINT","Eatout",8,1061
"JOINT","Eatout",9,973
"JOINT","Eatout",10,846
"JOINT","Eatout",11,674
"JOINT","Eatout",12,550
"JOINT","Eatout",13,550
"JOINT","Eatout",14,483
"JOINT","Eatout",15,425
"JOINT","Eatout",16,344
"JOINT","Eatout",17,317
"JOINT","Eatout",18,329
"JOINT","Eatout",19,256
"JOINT","Eatout",20,234
"JOINT","Eatout",21,227
"JOINT","Eatout",22,204
"JOINT","Eatout",23,161
"JOINT","Eatout",24,173
"JOINT","Eatout",25,166
"JOINT","Eatout",26,165
"JOINT","Eatout",27,115
"JOINT","Eatout",28,106
"JOINT","Eatout",29,99
"JOINT","Eatout",30,77
"JOINT","Eatout",31,66
"JOINT","Eatout",32,68
"JOINT","Eatout",33,63
"JOINT","Eatout",34,44
"JOINT","Eatout",35,68
"JOINT","Eatout",36,38
"JOINT","Eatout",37,46
"JOINT","Eatout",38,31
"JOINT","Eatout",39,29
"JOINT","Eatout",40,24
"JOINT","Eatout",41,21
"JOINT","Eatout",42,22
"JOINT","Eatout",43,2
"JOINT","Eatout",44,10
"JOINT","Eatout",45,13
"JOINT","Eatout",46,4
"JOINT","Eatout",47,9
"JOINT","Eatout",48,2
"JOINT","Eatout",49,6
"JOINT","Eatout",50,2
"JOINT","Eatout",51,3
"JOINT","Eatout",53,2
"JOINT","Eatout",55,2
"JOINT","Eatout",56,3
"JOINT","Eatout",65,2
"JOINT","Maintenance",-1,12765
"JOINT","Maintenance",0,103470
"JOINT","Maintenance",1,37657
"JOINT","Maintenance",2,25482
"JOINT","Maintenance",3,19808
"JOINT","Maintenance",4,14079
"JOINT","Maintenance",5,10161
"JOINT","Maintenance",6,7056
"JOINT","Maintenance",7,4702
"JOINT","Maintenance",8,2963
"JOINT","Maintenance",9,1992
"JOINT","Maintenance",10,1320
"JOINT","Maintenance",11,774
"JOINT","Maintenance",12,581
"JOINT","Maintenance",13,351
"JOINT","Maintenance",14,264
"JOINT","Maintenance",15,184
"JOINT","Maintenance",16,157
"JOINT","Maintenance",17,123
"JOINT","Maintenance",18,106
"JOINT","Maintenance",19,94
"JOINT","Maintenance",20,70
"JOINT","Maintenance",21,60
"JOINT","Maintenance",22,51
"JOINT","Maintenance",23,36
"JOINT","Maintenance",24,51
"JOINT","Maintenance",25,28
"JOINT","Maintenance",26,26
"JOINT","Maintenance",27,15
"JOINT","Maintenance",28,11
"JOINT","Maintenance",29,30
"JOINT","Maintenance",30,37
"JOINT","Maintenance",31,22
"JOINT","Maintenance",32,15
"JOINT","Maintenance",33,25
"JOINT","Maintenance",34,20
"JOINT","Maintenance",35,32
"JOINT","Maintenance",36,20
"JOINT","Maintenance",37,22
"JOINT","Maintenance",38,13
"JOINT","Maintenance",39,9
"JOINT","Maintenance",40,14
"JOINT","Maintenance",41,8
"JOINT","Maintenance",42,6
"JOINT","Maintenance",43,5
"JOINT","Maintenance",44,4
"JOINT","Maintenance",45,5
"JOINT","Maintenance",46,4
"JOINT","Maintenance",47,11
"JOINT","Maintenance",48,5
"JOINT","Maintenance",49,6
"JOINT","Maintenance",52,3
"JOINT","Maintenance",58,2
"JOINT","Maintenance",69,3
"JOINT","Shopping",-1,12321
"JOINT","Shopping",0,139941
"JOINT","Shopping",1,52151
"JOINT","Shopping",2,37122
"JOINT","Shopping",3,28078
"JOINT","Shopping",4,19335
"JOINT","Shopping",5,12570
"JOINT","Shopping",6,7981
"JOINT","Shopping",7,5365
"JOINT","Shopping",8,3462
"JOINT","Shopping",9,3105
"JOINT","Shopping",10,2305
"JOINT","Shopping",11,2140
"JOINT","Shopping",12,1808
"JOINT","Shopping",13,1579
"JOINT","Shopping",14,1341
"JOINT","Shopping",15,1204
"JOINT","Shopping",16,1101
"JOINT","Shopping",17,859
"JOINT","Shopping",18,888
"JOINT","Shopping",19,711
"JOINT","Shopping",20,779
"JOINT","Shopping",21,567
"JOINT","Shopping",22,667
"JOINT","Shopping",23,487
"JOINT","Shopping",24,461
"JOINT","Shopping",25,422
"JOINT","Shopping",26,358
"JOINT","Shopping",27,341
"JOINT","Shopping",28,318
"JOINT","Shopping",29,282
"JOINT","Shopping",30,285
"JOINT","Shopping",31,291
"JOINT","Shopping",32,229
"JOINT","Shopping",33,223
"JOINT","Shopping",34,180
"JOINT","Shopping",35,151
"JOINT","Shopping",36,221
"JOINT","Shopping",37,111
"JOINT","Shopping",38,136
"JOINT","Shopping",39,110
"JOINT","Shopping",40,86
"JOINT","Shopping",41,70
"JOINT","Shopping",42,76
"JOINT","Shopping",43,67
"JOINT","Shopping",44,59
"JOINT","Shopping",45,55
"JOINT","Shopping",46,29
"JOINT","Shopping",47,22
"JOINT","Shopping",48,24
"JOINT","Shopping",49,16
"JOINT","Shopping",50,23
"JOINT","Shopping",51,35
"JOINT","Shopping",52,4
"JOINT","Shopping",53,6
"JOINT","Shopping",54,8
"JOINT","Shopping",55,2
"JOINT","Shopping",56,10
"JOINT","Shopping",57,2
"JOINT","Shopping",58,2
"JOINT","Shopping",59,4
"JOINT","Shopping",63,8
"JOINT","Social/Visit",-1,1223
"JOINT","Social/Visit",0,12093
"JOINT","Social/Visit",1,4427
"JOINT","Social/Visit",2,2434
"JOINT","Social/Visit",3,1707
"JOINT","Social/Visit",4,1346
"JOINT","Social/Visit",5,1120
"JOINT","Social/Visit",6,944
"JOINT","Social/Visit",7,685
"JOINT","Social/Visit",8,564
"JOINT","Social/Visit",9,399
"JOINT","Social/Visit",10,273
"JOINT","Social/Visit",11,227
"JOINT","Social/Visit",12,168
"JOINT","Social/Visit",13,181
"JOINT","Social/Visit",14,137
"JOINT","Social/Visit",15,94
"JOINT","Social/Visit",16,115
"JOINT","Social/Visit",17,93
"JOINT","Social/Visit",18,69
"JOINT","Social/Visit",19,81
"JOINT","Social/Visit",20,49
"JOINT","Social/Visit",21,62
"JOINT","Social/Visit",22,31
"JOINT","Social/Visit",23,42
"JOINT","Social/Visit",24,31
"JOINT","Social/Visit",25,23
"JOINT","Social/Visit",26,35
"JOINT","Social/Visit",27,27
"JOINT","Social/Visit",28,14
"JOINT","Social/Visit",29,13
"JOINT","Social/Visit",30,18
"JOINT","Social/Visit",31,18
"JOINT","Social/Visit",33,13
"JOINT","Social/Visit",34,16
"JOINT","Social/Visit",35,7
"JOINT","Social/Visit",36,6
"JOINT","Social/Visit",38,7
"JOINT","Social/Visit",39,5
"JOINT","Social/Visit",42,2
"JOINT","Social/Visit",45,8
"JOINT","Social/Visit",46,3
"JOINT","Social/Visit",48,3
"JOINT","Social/Visit",49,6
"JOINT","Social/Visit",51,2
"JOINT","Social/Visit",52,2
"JOINT","Social/Visit",59,4
"JOINT","Social/Visit",61,2
"JOINT","Social/Visit",63,3
"AT_WORK","EatOut",-1,6097
"AT_WORK","EatOut",0,63172
"AT_WORK","EatOut",1,25093
"AT_WORK","EatOut",2,15382
"AT_WORK","EatOut",3,9182
"AT_WORK","EatOut",4,4889
"AT_WORK","EatOut",5,2769
"AT_WORK","EatOut",6,1518
"AT_WORK","EatOut",7,1010
"AT_WORK","EatOut",8,751
"AT_WORK","EatOut",9,675
"AT_WORK","EatOut",10,621
"AT_WORK","EatOut",11,492
"AT_WORK","EatOut",12,483
"AT_WORK","EatOut",13,418
"AT_WORK","EatOut",14,385
"AT_WORK","EatOut",15,330
"AT_WORK","EatOut",16,317
"AT_WORK","EatOut",17,286
"AT_WORK","EatOut",18,248
"AT_WORK","EatOut",19,267
"AT_WORK","EatOut",20,235
"AT_WORK","EatOut",21,204
"AT_WORK","EatOut",22,185
"AT_WORK","EatOut",23,174
"AT_WORK","EatOut",24,163
"AT_WORK","EatOut",25,150
"AT_WORK","EatOut",26,122
"AT_WORK","EatOut",27,145
"AT_WORK","EatOut",28,109
"AT_WORK","EatOut",29,107
"AT_WORK","EatOut",30,109
"AT_WORK","EatOut",31,84
"AT_WORK","EatOut",32,100
"AT_WORK","EatOut",33,75
"AT_WORK","EatOut",34,62
"AT_WORK","EatOut",35,76
"AT_WORK","EatOut",36,55
"AT_WORK","EatOut",37,45
"AT_WORK","EatOut",38,53
"AT_WORK","EatOut",39,25
"AT_WORK","EatOut",40,32
"AT_WORK","EatOut",41,41
"AT_WORK","EatOut",42,26
"AT_WORK","EatOut",43,18
"AT_WORK","EatOut",44,18
"AT_WORK","EatOut",45,15
"AT_WORK","EatOut",46,14
"AT_WORK","EatOut",47,12
"AT_WORK","EatOut",48,8
"AT_WORK","EatOut",49,8
"AT_WORK","EatOut",50,9
"AT_WORK","EatOut",51,6
"AT_WORK","EatOut",52,5
"AT_WORK","EatOut",53,4
"AT_WORK","EatOut",55,1
"AT_WORK","EatOut",56,1
"AT_WORK","EatOut",58,1
"AT_WORK","EatOut",59,1
"AT_WORK","Maintenance",-1,1716
"AT_WORK","Maintenance",0,17666
"AT_WORK","Maintenance",1,7095
"AT_WORK","Maintenance",2,4267
"AT_WORK","Maintenance",3,2536
"AT_WORK","Maintenance",4,1412
"AT_WORK","Maintenance",5,760
"AT_WORK","Maintenance",6,428
"AT_WORK","Maintenance",7,257
"AT_WORK","Maintenance",8,199
"AT_WORK","Maintenance",9,183
"AT_WORK","Maintenance",10,159
"AT_WORK","Maintenance",11,121
"AT_WORK","Maintenance",12,125
"AT_WORK","Maintenance",13,122
"AT_WORK","Maintenance",14,103
"AT_WORK","Maintenance",15,84
"AT_WORK","Maintenance",16,79
"AT_WORK","Maintenance",17,75
"AT_WORK","Maintenance",18,67
"AT_WORK","Maintenance",19,67
"AT_WORK","Maintenance",20,48
"AT_WORK","Maintenance",21,56
"AT_WORK","Maintenance",22,36
"AT_WORK","Maintenance",23,47
"AT_WORK","Maintenance",24,36
"AT_WORK","Maintenance",25,32
"AT_WORK","Maintenance",26,34
"AT_WORK","Maintenance",27,31
"AT_WORK","Maintenance",28,23
"AT_WORK","Maintenance",29,34
"AT_WORK","Maintenance",30,32
"AT_WORK","Maintenance",31,26
"AT_WORK","Maintenance",32,24
"AT_WORK","Maintenance",33,12
"AT_WORK","Maintenance",34,20
"AT_WORK","Maintenance",35,19
"AT_WORK","Maintenance",36,18
"AT_WORK","Maintenance",37,12
"AT_WORK","Maintenance",38,10
"AT_WORK","Maintenance",39,11
"AT_WORK","Maintenance",40,7
"AT_WORK","Maintenance",41,7
"AT_WORK","Maintenance",42,5
"AT_WORK","Maintenance",43,6
"AT_WORK","Maintenance",44,6
"AT_WORK","Maintenance",45,3
"AT_WORK","Maintenance",46,3
"AT_WORK","Maintenance",47,3
"AT_WORK","Maintenance",48,2
"AT_WORK","Maintenance",50,2
"AT_WORK","Maintenance",51,1
"AT_WORK","Maintenance",54,2
"AT_WORK","Maintenance",55,2
"AT_WORK","Work",-1,3924
"AT_WORK","Work",0,34022
"AT_WORK","Work",1,14638
"AT_WORK","Work",2,9064
"AT_WORK","Work",3,5481
"AT_WORK","Work",4,2920
"AT_WORK","Work",5,1652
"AT_WORK","Work",6,957
"AT_WORK","Work",7,649
"AT_WORK","Work",8,466
"AT_WORK","Work",9,423
"AT_WORK","Work",10,362
"AT_WORK","Work",11,310
"AT_WORK","Work",12,297
"AT_WORK","Work",13,263
"AT_WORK","Work",14,226
"AT_WORK","Work",15,235
"AT_WORK","Work",16,198
"AT_WORK","Work",17,168
"AT_WORK","Work",18,161
"AT_WORK","Work",19,152
"AT_WORK","Work",20,166
"AT_WORK","Work",21,118
"AT_WORK","Work",22,118
"AT_WORK","Work",23,108
"AT_WORK","Work",24,112
"AT_WORK","Work",25,90
"AT_WORK","Work",26,94
"AT_WORK","Work",27,88
"AT_WORK","Work",28,83
"AT_WORK","Work",29,68
"AT_WORK","Work",30,48
"AT_WORK","Work",31,57
"AT_WORK","Work",32,58
"AT_WORK","Work",33,41
"AT_WORK","Work",34,33
"AT_WORK","Work",35,43
"AT_WORK","Work",36,41
"AT_WORK","Work",37,31
"AT_WORK","Work",38,25
"AT_WORK","Work",39,20
"AT_WORK","Work",40,23
"AT_WORK","Work",41,21
"AT_WORK","Work",42,13
"AT_WORK","Work",43,16
"AT_WORK","Work",44,11
"AT_WORK","Work",45,13
"AT_WORK","Work",46,4
"AT_WORK","Work",47,6
"AT_WORK","Work",48,6
"AT_WORK","Work",49,3
"AT_WORK","Work",50,3
"AT_WORK","Work",51,2
"AT_WORK","Work",52,4
"AT_WORK","Work",53,3
"AT_WORK","Work",55,1
"AT_WORK","Work",56,3
"AT_WORK","Work",57,1
"AT_WORK","Work",58,1
"AT_WORK","Work",59,1
"AT_WORK","Work",60,2
"AT_WORK","Work",62,1
"AT_WORK","Work",63,1
"AT_WORK","Work",76,1
